Format,2.0E,
Memory Length,10000,
IntpDistance,0,
Trigger Address,0,
Trigger Level,8.000E+00,
Source,CH1,
Vertical Units,V,
Vertical Units Div,0,
Vertical Units Extend Div,16,
Label, ,
Probe Type,0,
Probe Ratio,1.000E+00,
Vertical Scale,1.000E+00,
Vertical Position,0.000E+00,
Horizontal Units,S,
Horizontal Scale,5.000E-01,
Horizontal Position,0.000E+00,
Horizontal Mode,Roll Mode,
Display Last Dot Address,10000,
Waveform Last Dot Address,0,
SincET Mode,Real Time,
Sampling Period,5.000E-04,
Horizontal Old Scale,5.000E-01,
Horizontal Old Position,0.000E+00,
Firmware,V1.35,
Time,13-Dec-22 19:30:08,
Mode,Fast,
Waveform Data,
47,
48,
49,
49,
49,
49,
49,
50,
50,
50,
50,
50,
50,
50,
50,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
50,
51,
50,
50,
50,
50,
50,
50,
49,
49,
49,
49,
48,
48,
48,
48,
47,
47,
47,
46,
46,
46,
45,
45,
44,
44,
44,
43,
43,
42,
42,
42,
41,
41,
40,
40,
39,
39,
38,
38,
38,
37,
36,
36,
36,
35,
35,
34,
34,
33,
32,
32,
31,
31,
30,
30,
29,
29,
28,
27,
27,
27,
26,
25,
25,
24,
24,
23,
23,
22,
22,
21,
21,
20,
19,
19,
18,
18,
17,
17,
16,
16,
15,
15,
14,
14,
14,
13,
13,
12,
12,
12,
10,
11,
10,
10,
9,
9,
9,
9,
8,
7,
7,
7,
6,
6,
6,
5,
5,
5,
4,
4,
4,
3,
4,
3,
3,
3,
3,
3,
2,
2,
2,
2,
2,
1,
2,
1,
1,
1,
1,
1,
1,
2,
1,
1,
1,
1,
1,
1,
1,
1,
2,
2,
2,
2,
2,
2,
2,
3,
3,
3,
3,
3,
3,
4,
4,
5,
4,
5,
6,
5,
5,
7,
7,
7,
7,
8,
8,
8,
9,
9,
10,
10,
10,
11,
11,
12,
12,
12,
13,
13,
14,
14,
15,
15,
16,
16,
16,
17,
18,
18,
19,
19,
20,
21,
21,
22,
22,
23,
23,
24,
25,
25,
25,
26,
26,
27,
27,
28,
28,
29,
29,
30,
31,
31,
32,
32,
33,
33,
34,
35,
35,
36,
36,
37,
37,
37,
38,
38,
39,
39,
40,
40,
41,
41,
42,
42,
42,
42,
44,
44,
44,
45,
45,
45,
45,
46,
46,
47,
47,
47,
47,
47,
48,
48,
49,
49,
49,
49,
50,
50,
50,
50,
50,
50,
50,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
50,
50,
51,
50,
50,
50,
49,
49,
49,
48,
49,
49,
48,
48,
47,
47,
47,
47,
46,
45,
45,
45,
45,
44,
44,
43,
43,
43,
42,
42,
41,
41,
41,
40,
39,
39,
39,
38,
38,
37,
37,
36,
36,
35,
35,
35,
34,
33,
33,
32,
32,
31,
30,
30,
29,
29,
28,
28,
27,
26,
26,
26,
26,
24,
24,
23,
23,
22,
22,
21,
21,
20,
20,
19,
19,
18,
17,
17,
17,
16,
16,
15,
15,
14,
14,
13,
13,
13,
12,
12,
11,
11,
10,
10,
9,
9,
9,
9,
8,
8,
7,
7,
7,
6,
6,
5,
5,
5,
5,
4,
4,
4,
3,
3,
3,
3,
3,
3,
2,
2,
2,
2,
1,
1,
2,
2,
2,
1,
1,
1,
2,
1,
1,
1,
1,
1,
1,
1,
1,
1,
2,
2,
1,
1,
2,
2,
2,
2,
3,
3,
3,
4,
3,
4,
4,
5,
4,
5,
5,
5,
5,
6,
6,
7,
7,
8,
8,
8,
9,
9,
10,
10,
10,
10,
11,
11,
12,
12,
13,
13,
13,
15,
14,
15,
15,
16,
16,
17,
17,
18,
18,
19,
20,
20,
20,
21,
21,
22,
23,
23,
24,
24,
25,
25,
26,
27,
27,
27,
28,
29,
29,
30,
30,
31,
32,
32,
32,
33,
34,
34,
35,
35,
36,
36,
37,
37,
38,
38,
38,
39,
39,
40,
40,
41,
41,
41,
42,
42,
43,
43,
44,
44,
45,
45,
45,
45,
46,
46,
47,
47,
47,
47,
48,
48,
48,
49,
49,
49,
49,
50,
50,
50,
50,
50,
50,
50,
50,
51,
51,
51,
51,
51,
52,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
50,
50,
50,
50,
49,
49,
49,
49,
49,
48,
48,
48,
47,
47,
47,
46,
46,
45,
45,
45,
45,
44,
44,
43,
43,
42,
42,
42,
41,
41,
40,
40,
40,
40,
38,
38,
38,
37,
37,
36,
36,
35,
35,
34,
34,
33,
33,
32,
31,
30,
30,
30,
29,
29,
28,
27,
27,
26,
26,
26,
25,
25,
24,
23,
23,
22,
22,
21,
21,
20,
19,
19,
19,
18,
17,
17,
17,
16,
16,
15,
15,
14,
14,
13,
13,
12,
12,
11,
11,
11,
10,
10,
10,
9,
9,
8,
8,
7,
7,
7,
7,
7,
6,
6,
5,
5,
5,
5,
4,
4,
3,
3,
3,
3,
3,
2,
2,
2,
2,
2,
2,
2,
2,
1,
1,
1,
2,
1,
2,
1,
1,
1,
1,
1,
1,
1,
1,
1,
2,
2,
2,
2,
2,
2,
3,
3,
3,
3,
3,
3,
3,
4,
4,
4,
5,
4,
5,
5,
6,
6,
7,
7,
7,
7,
8,
8,
9,
9,
9,
10,
10,
11,
11,
11,
12,
12,
13,
13,
14,
14,
15,
15,
16,
16,
16,
17,
18,
18,
19,
19,
20,
20,
21,
21,
22,
22,
23,
24,
24,
24,
25,
26,
26,
26,
27,
28,
29,
29,
29,
30,
30,
31,
31,
32,
33,
34,
34,
34,
35,
35,
36,
37,
37,
37,
38,
38,
38,
39,
40,
40,
41,
41,
41,
42,
42,
43,
43,
43,
43,
44,
44,
45,
45,
46,
46,
47,
47,
47,
47,
48,
48,
48,
49,
49,
49,
49,
49,
50,
50,
50,
50,
51,
50,
50,
51,
51,
51,
51,
50,
51,
52,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
50,
50,
50,
50,
50,
49,
49,
49,
49,
48,
48,
48,
47,
47,
47,
47,
47,
46,
45,
45,
45,
45,
44,
44,
43,
43,
43,
42,
42,
41,
41,
41,
40,
39,
39,
38,
38,
38,
37,
36,
36,
36,
35,
35,
34,
34,
33,
32,
32,
31,
31,
30,
30,
29,
28,
28,
27,
27,
27,
26,
25,
25,
24,
24,
23,
22,
22,
22,
21,
21,
20,
19,
19,
18,
18,
17,
17,
16,
16,
15,
15,
14,
15,
13,
13,
13,
12,
12,
12,
10,
10,
10,
10,
9,
9,
9,
8,
8,
7,
7,
7,
6,
6,
6,
5,
5,
5,
5,
4,
4,
4,
4,
3,
3,
3,
3,
2,
2,
2,
2,
2,
2,
2,
1,
1,
2,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
2,
1,
1,
2,
2,
2,
3,
3,
3,
3,
3,
4,
4,
4,
4,
5,
5,
5,
6,
6,
6,
6,
7,
7,
7,
7,
8,
8,
9,
10,
10,
10,
10,
11,
11,
11,
12,
13,
13,
14,
14,
15,
15,
15,
16,
16,
17,
17,
17,
18,
19,
19,
20,
21,
21,
22,
22,
23,
23,
24,
24,
24,
26,
26,
26,
27,
27,
28,
29,
29,
30,
30,
30,
31,
32,
32,
33,
33,
34,
34,
35,
36,
36,
36,
37,
38,
38,
38,
39,
39,
40,
40,
41,
41,
42,
42,
42,
43,
44,
43,
44,
44,
45,
45,
46,
46,
46,
46,
47,
47,
47,
47,
48,
49,
48,
49,
50,
49,
49,
50,
50,
50,
50,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
50,
51,
51,
51,
51,
51,
51,
51,
51,
50,
50,
49,
50,
50,
49,
49,
49,
49,
48,
48,
47,
47,
47,
47,
46,
46,
46,
45,
45,
45,
44,
44,
44,
43,
42,
42,
42,
42,
41,
41,
40,
40,
39,
39,
38,
38,
38,
37,
36,
36,
36,
35,
34,
34,
33,
33,
32,
32,
31,
30,
30,
29,
29,
29,
28,
27,
27,
26,
26,
25,
25,
24,
24,
23,
22,
22,
21,
21,
20,
20,
19,
19,
18,
18,
18,
17,
16,
16,
16,
15,
14,
14,
13,
13,
12,
12,
12,
11,
10,
11,
10,
10,
9,
9,
8,
8,
7,
7,
7,
6,
6,
6,
6,
5,
5,
5,
5,
4,
4,
4,
3,
3,
3,
3,
3,
3,
2,
2,
2,
2,
2,
1,
2,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
2,
1,
1,
2,
2,
2,
2,
2,
2,
2,
3,
2,
3,
3,
3,
4,
3,
4,
5,
5,
5,
5,
5,
6,
6,
6,
7,
7,
7,
8,
8,
8,
9,
9,
10,
10,
11,
11,
12,
12,
12,
13,
13,
14,
14,
14,
15,
15,
16,
16,
17,
18,
18,
19,
19,
20,
20,
21,
21,
22,
22,
23,
23,
24,
25,
25,
25,
26,
27,
27,
27,
28,
29,
29,
29,
30,
31,
32,
32,
32,
33,
33,
35,
34,
35,
35,
36,
37,
37,
37,
38,
38,
39,
39,
40,
40,
41,
41,
42,
42,
43,
43,
43,
44,
44,
44,
45,
45,
46,
46,
46,
46,
47,
47,
48,
48,
48,
49,
48,
49,
49,
50,
49,
50,
50,
50,
50,
50,
50,
51,
50,
51,
51,
51,
51,
51,
51,
51,
52,
51,
51,
51,
51,
51,
51,
50,
51,
51,
51,
50,
51,
50,
50,
50,
50,
49,
49,
49,
48,
48,
48,
48,
48,
47,
47,
47,
46,
46,
46,
45,
45,
45,
44,
44,
44,
43,
43,
42,
42,
41,
41,
41,
40,
40,
39,
38,
38,
37,
37,
37,
36,
36,
35,
35,
34,
33,
33,
33,
32,
31,
31,
30,
30,
29,
29,
28,
28,
27,
27,
26,
26,
25,
24,
25,
24,
23,
22,
22,
21,
20,
20,
19,
19,
19,
18,
17,
17,
16,
16,
16,
15,
14,
14,
14,
13,
13,
12,
12,
11,
11,
11,
11,
9,
9,
9,
9,
8,
8,
7,
7,
7,
6,
6,
5,
6,
5,
5,
5,
5,
4,
4,
3,
3,
4,
3,
3,
2,
2,
2,
2,
2,
2,
1,
2,
1,
1,
2,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
2,
1,
2,
2,
2,
2,
2,
3,
3,
3,
3,
3,
3,
4,
4,
4,
4,
5,
5,
5,
6,
6,
6,
7,
7,
7,
8,
8,
9,
9,
10,
10,
10,
11,
11,
12,
12,
12,
13,
13,
14,
14,
15,
15,
15,
16,
16,
17,
18,
18,
18,
19,
20,
20,
21,
21,
22,
22,
23,
23,
24,
24,
25,
26,
26,
26,
27,
28,
28,
29,
29,
29,
30,
31,
31,
32,
32,
33,
34,
35,
35,
35,
36,
36,
37,
37,
37,
38,
39,
39,
40,
40,
41,
41,
42,
42,
42,
43,
43,
43,
44,
44,
45,
45,
45,
45,
46,
46,
46,
47,
48,
47,
48,
48,
48,
49,
49,
49,
49,
50,
50,
50,
50,
50,
50,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
50,
51,
51,
51,
51,
50,
50,
50,
50,
50,
50,
50,
50,
50,
49,
49,
49,
48,
49,
48,
48,
47,
47,
47,
46,
46,
46,
45,
45,
44,
44,
44,
44,
43,
43,
42,
42,
41,
41,
40,
40,
40,
39,
38,
38,
37,
37,
36,
36,
36,
35,
35,
34,
34,
33,
32,
32,
31,
31,
30,
30,
30,
29,
28,
27,
27,
26,
26,
26,
25,
24,
24,
24,
23,
22,
21,
21,
21,
20,
20,
19,
18,
18,
18,
17,
17,
16,
15,
15,
15,
14,
13,
13,
13,
12,
12,
12,
11,
10,
10,
9,
10,
9,
8,
8,
7,
7,
7,
7,
6,
6,
5,
6,
5,
5,
5,
4,
4,
3,
4,
3,
3,
3,
3,
3,
2,
2,
2,
1,
2,
1,
2,
2,
1,
1,
1,
1,
1,
0,
1,
1,
1,
2,
1,
1,
2,
1,
2,
2,
1,
2,
3,
2,
2,
3,
3,
3,
3,
3,
4,
4,
4,
5,
5,
5,
5,
5,
6,
6,
6,
7,
7,
8,
8,
9,
9,
9,
9,
10,
10,
11,
12,
11,
12,
13,
13,
13,
14,
14,
14,
15,
16,
16,
17,
17,
18,
18,
19,
19,
20,
21,
21,
21,
22,
23,
23,
24,
24,
25,
25,
26,
26,
27,
27,
28,
28,
29,
29,
30,
31,
31,
32,
32,
33,
33,
34,
35,
35,
36,
36,
37,
37,
37,
38,
39,
39,
39,
40,
40,
41,
41,
41,
42,
42,
43,
43,
44,
44,
44,
45,
45,
46,
46,
46,
47,
46,
47,
48,
47,
48,
48,
49,
49,
49,
49,
50,
50,
50,
50,
50,
50,
51,
51,
50,
51,
51,
51,
51,
51,
51,
51,
51,
51,
52,
51,
51,
51,
51,
51,
51,
51,
51,
50,
50,
50,
50,
50,
50,
49,
50,
49,
49,
48,
48,
48,
47,
47,
47,
47,
46,
46,
46,
45,
45,
45,
45,
44,
44,
43,
43,
43,
42,
42,
41,
40,
40,
40,
39,
39,
38,
37,
37,
37,
37,
36,
35,
35,
34,
34,
33,
33,
32,
32,
32,
30,
30,
29,
29,
29,
28,
28,
27,
26,
26,
25,
25,
24,
24,
23,
22,
22,
21,
21,
20,
20,
20,
19,
18,
18,
17,
17,
16,
15,
15,
15,
15,
14,
13,
13,
13,
12,
12,
11,
11,
11,
10,
10,
9,
9,
8,
8,
8,
7,
7,
7,
7,
6,
6,
6,
5,
5,
4,
4,
4,
3,
3,
3,
3,
3,
3,
3,
2,
2,
2,
1,
1,
1,
2,
2,
2,
1,
1,
1,
1,
1,
1,
1,
1,
2,
1,
1,
2,
1,
2,
2,
1,
2,
2,
2,
3,
2,
3,
3,
3,
3,
4,
4,
4,
4,
5,
5,
5,
6,
6,
6,
7,
7,
7,
8,
8,
8,
9,
9,
9,
10,
10,
11,
11,
12,
12,
12,
13,
13,
14,
14,
15,
16,
16,
16,
17,
17,
18,
18,
19,
19,
20,
20,
21,
22,
22,
23,
23,
24,
24,
25,
25,
26,
26,
27,
27,
28,
28,
29,
30,
30,
30,
31,
31,
32,
33,
33,
34,
34,
35,
36,
36,
36,
37,
38,
38,
38,
39,
39,
40,
40,
40,
41,
42,
42,
42,
43,
43,
44,
44,
45,
45,
45,
45,
46,
46,
46,
47,
47,
47,
48,
48,
48,
49,
49,
49,
50,
49,
50,
50,
50,
50,
51,
50,
50,
50,
51,
51,
51,
52,
51,
51,
52,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
50,
50,
50,
50,
50,
50,
49,
49,
49,
49,
49,
48,
48,
47,
47,
47,
47,
47,
46,
46,
45,
45,
45,
44,
44,
44,
43,
43,
42,
42,
42,
41,
41,
40,
40,
39,
39,
38,
38,
37,
36,
37,
36,
35,
35,
35,
34,
34,
33,
32,
32,
31,
30,
30,
30,
29,
29,
28,
27,
27,
26,
26,
25,
25,
24,
23,
23,
22,
22,
21,
21,
20,
20,
19,
19,
18,
18,
17,
16,
16,
16,
15,
15,
14,
14,
13,
13,
13,
12,
11,
11,
10,
10,
10,
10,
9,
9,
8,
8,
7,
7,
7,
7,
6,
6,
6,
6,
5,
5,
4,
4,
4,
4,
3,
3,
3,
3,
2,
2,
3,
2,
2,
2,
2,
1,
2,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
2,
2,
2,
2,
2,
2,
2,
2,
3,
3,
3,
3,
4,
4,
4,
5,
5,
5,
6,
6,
6,
7,
7,
7,
7,
8,
8,
9,
9,
10,
10,
10,
11,
11,
12,
12,
12,
13,
13,
14,
14,
15,
15,
15,
16,
17,
17,
17,
18,
19,
20,
20,
20,
21,
21,
22,
22,
23,
23,
24,
24,
25,
25,
26,
26,
27,
27,
29,
29,
29,
30,
30,
31,
32,
32,
32,
33,
33,
34,
35,
35,
36,
36,
37,
37,
38,
38,
39,
39,
40,
40,
41,
40,
41,
42,
42,
43,
43,
43,
44,
44,
45,
45,
45,
46,
46,
46,
47,
47,
47,
48,
48,
48,
49,
49,
49,
50,
49,
50,
50,
50,
50,
50,
50,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
50,
50,
50,
50,
50,
49,
49,
49,
49,
49,
48,
48,
48,
48,
47,
47,
47,
47,
46,
46,
45,
45,
45,
44,
44,
44,
43,
42,
42,
42,
41,
41,
40,
40,
39,
39,
39,
38,
37,
37,
37,
36,
36,
35,
34,
34,
34,
33,
32,
32,
31,
31,
31,
30,
29,
29,
28,
27,
27,
27,
26,
25,
25,
25,
24,
24,
23,
22,
22,
21,
21,
20,
20,
19,
19,
18,
18,
17,
16,
16,
16,
15,
15,
14,
14,
13,
13,
12,
12,
11,
11,
11,
10,
10,
9,
9,
9,
8,
8,
7,
7,
7,
7,
6,
6,
6,
5,
5,
5,
4,
4,
4,
4,
3,
3,
3,
3,
2,
3,
2,
2,
2,
2,
2,
2,
2,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
2,
2,
2,
2,
2,
2,
2,
3,
3,
3,
4,
3,
4,
4,
4,
4,
5,
5,
5,
6,
6,
6,
6,
7,
7,
7,
8,
8,
9,
9,
9,
10,
10,
11,
11,
12,
12,
12,
13,
13,
14,
14,
14,
15,
16,
16,
17,
17,
18,
18,
19,
19,
20,
21,
21,
21,
22,
22,
22,
24,
24,
25,
25,
26,
26,
27,
27,
28,
28,
29,
29,
29,
31,
31,
32,
32,
33,
33,
34,
34,
35,
35,
36,
36,
37,
37,
37,
38,
39,
39,
40,
40,
40,
41,
41,
42,
42,
43,
43,
43,
44,
44,
45,
45,
45,
46,
46,
47,
47,
47,
47,
47,
48,
48,
49,
49,
49,
49,
49,
49,
50,
50,
50,
50,
50,
50,
50,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
50,
51,
50,
50,
50,
50,
50,
50,
49,
49,
48,
48,
48,
48,
48,
47,
47,
47,
46,
46,
45,
45,
45,
44,
44,
44,
43,
43,
43,
42,
41,
41,
41,
40,
40,
40,
39,
39,
38,
37,
37,
37,
36,
36,
35,
35,
34,
33,
33,
32,
32,
31,
31,
30,
29,
29,
28,
28,
27,
27,
26,
26,
25,
25,
24,
24,
23,
23,
22,
22,
21,
21,
20,
19,
19,
19,
18,
17,
17,
16,
16,
16,
15,
14,
14,
14,
13,
13,
12,
12,
11,
11,
11,
10,
10,
10,
9,
9,
8,
7,
7,
7,
7,
6,
6,
6,
6,
5,
5,
5,
4,
3,
4,
3,
3,
3,
3,
3,
2,
2,
2,
2,
2,
2,
1,
2,
1,
1,
1,
1,
1,
1,
1,
1,
0,
1,
1,
1,
1,
2,
1,
2,
2,
2,
2,
2,
2,
2,
2,
3,
3,
3,
4,
4,
4,
4,
4,
5,
5,
5,
6,
6,
6,
6,
7,
7,
7,
8,
8,
9,
9,
10,
10,
10,
11,
11,
12,
12,
13,
13,
14,
14,
14,
15,
15,
16,
16,
17,
17,
18,
18,
19,
20,
20,
20,
21,
22,
22,
23,
23,
24,
25,
25,
25,
26,
26,
27,
27,
28,
28,
29,
29,
30,
31,
31,
32,
32,
33,
33,
34,
34,
35,
36,
36,
37,
37,
37,
38,
39,
38,
39,
40,
40,
41,
41,
41,
42,
42,
43,
43,
44,
44,
44,
45,
45,
46,
46,
46,
46,
47,
47,
47,
48,
48,
49,
49,
49,
49,
49,
49,
50,
50,
50,
50,
51,
50,
50,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
50,
50,
50,
50,
50,
50,
50,
50,
49,
49,
49,
49,
48,
48,
48,
47,
48,
47,
47,
46,
46,
45,
46,
45,
44,
44,
44,
44,
43,
43,
42,
42,
42,
41,
40,
40,
40,
39,
38,
38,
